Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_Disease_Covid,preset_Disease_Dengue,preset_Disease_Mpox,preset_Disease_H5Nx,preset_Score_CharlsonCI,preset_Score_SOFA
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_pharyn,radio,Pharyngitis,"1, Yes | 0, No | 99, Unknown",,,,,[lesion_orophar]='1',,"This refers to pain in throat, typically in the presence of inflammation of the throat (pharynx).","Indicate 'Yes', if the patient has a diagnosis of pharyngitis between 00:00 to 24:00 on day of assessment.",SNOMED,"405737000, Pharyngitis","C0031350, Pharyngitis",,,,,1,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_oropharles,radio,Oro-pharyngeal ulcerated lesion (active),"1, Yes | 0, No | 99, Unknown",,,,,[lesion_orophar]='1',,This refers to active ulcerated mucosal lesions in the area between the soft palate and the upper portion of the epiglottis.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment.",,,,,,,,1,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_head,radio,"Are there any lesions on the head, face or neck?","1, Yes | 0, No | 99, Unknown",,,,,[lesion_skinles]='1',,"This refers to presence of skin lesions involving the head, face or neck.","Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment.",,,,,,,,1,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_headt,checkbox,"Type of head, face or neck lesions","1, Vesicle | 2, Pustule | 3, Ulcerated lesions | 4, Necrotising lesions | 5, Fungating lesions | 6, Haemorrhagic lesions | 88, Other",,,,,[lesion_head]='1',,"This refers to the type of skin lesions involving the head, face or neck. Vesicle refers to raised lesion and filled with clear fluid. Pustule refers to raised lesion and filed with pus, an opaque fluid. Ulcerated lesion refers to a lesion with break in the skin. Necrotising lesion refers to a lesion with necrotic (dead) tissue. Fungating lesion refers to a lesion from underlying tissues which is breaking through the skin's surface. ","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,1,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_heado,text,"Specify other type of head, face or neck lesions",,,,,,[lesion_headt(88)]='1',,"This refers to the type of skin lesions involving the head, face or neck.","If 'Other'. Write the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,1,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_headnum,text,"Number of head, face or neck lesions",,,,,,[lesion_head]='1',,"This refers to the number of skin lesions involving the head, face or neck.","Write the number of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,1,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_ocular,radio,Are there any ocular lesions within the orbit?,"1, Yes | 0, No | 99, Unknown",,,,,[lesion_skinles]='1',Ocular,This refers to the presence of ocular lesions. ,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment.",,,,,,,,1,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_oculart,checkbox,Type of ocular lesions,"1, Vesicle | 2, Pustule | 3, Ulcerated lesions | 4, Necrotising lesions | 5, Fungating lesions | 6, Haemorrhagic lesions | 88, Other",,,,,[lesion_ocular]='1',Ocular,"This refers to the type of ocular lesion. Vesicle refers to raised lesion and filled with clear fluid. Pustule refers to raised lesion and filed with pus, an opaque fluid. Ulcerated lesion refers to a lesion with break in the skin. Necrotising lesion refers to a lesion with necrotic (dead) tissue. Fungating lesion refers to a lesion from underlying tissues which is breaking through the skin's surface. ","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,1,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_ocularo,text,Specify other type of ocular lesions,,,,,,[lesion_oculart(88)]='1',Ocular,This refers to the type of ocular lesion. ,"If 'Other'. Write the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,1,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_ocularnum,text,Number of ocular lesions,,,,,,[lesion_ocular]='1',Ocular,This refers to the number of ocular lesions.,"Write the number of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,1,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_torso,radio,Are there any lesions on the torso / trunk?,"1, Yes | 0, No | 99, Unknown",,,,,[lesion_skinles]='1',Skin,This refers to presence of skin lesions involving the torso / trunk.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment.",,,,,,,,1,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_torsot,checkbox,Type of torso / trunk lesions,"1, Vesicle | 2, Pustule | 3, Ulcerated lesions | 4, Necrotising lesions | 5, Fungating lesions | 6, Haemorrhagic lesions | 88, Other",,,,,[lesion_torso]='1',Skin,"This refers to the type of skin lesions involving the torso / trunk. Vesicle refers to raised lesion and filled with clear fluid. Pustule refers to raised lesion and filed with pus, an opaque fluid. Ulcerated lesion refers to a lesion with break in the skin. Necrotising lesion refers to a lesion with necrotic (dead) tissue. Fungating lesion refers to a lesion from underlying tissues which is breaking through the skin's surface. ","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,1,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_torsoo,text,Specify other type of torso / trunk lesions,,,,,,[lesion_torsot(88)]='1',Skin,This refers to the type of skin lesions involving the torso / trunk. ,"If 'Other'. Write the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,1,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_torsonum,text,Number of torso / trunk lesions,,,,,,[lesion_torso]='1',Skin,This refers to the number of skin lesions involving the torso / trunk.,"Write the number of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,1,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_arms,radio,Are there any lesions on the arms and/or hands?,"1, Yes | 0, No | 99, Unknown",,,,,[lesion_skinles]='1',Skin,This refers to presence of skin lesions involving the arms and/or hands.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment.",,,,,,,,1,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_armst,checkbox,Type of arms / hands lesions,"1, Vesicle | 2, Pustule | 3, Ulcerated lesions | 4, Necrotising lesions | 5, Fungating lesions | 6, Haemorrhagic lesions | 88, Other",,,,,[lesion_arms]='1',Skin,"This refers to the type of skin lesions involving the arms and/or hands. Vesicle refers to raised lesion and filled with clear fluid. Pustule refers to raised lesion and filed with pus, an opaque fluid. Ulcerated lesion refers to a lesion with break in the skin. Necrotising lesion refers to a lesion with necrotic (dead) tissue. Fungating lesion refers to a lesion from underlying tissues which is breaking through the skin's surface. ","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,1,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_armso,text,Specify other type of arms / hands lesions,,,,,,[lesion_armst(88)]='1',Skin,This refers to the type of skin lesions involving the arms and/or hands. ,"If 'Other'. Write the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,1,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_armsnum,text,Number of arms / hands lesions,,,,,,[lesion_arms]='1',Skin,This refers to the number of skin lesions involving the arms and/or hands.,"Write the number of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,1,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_legs,radio,Are there any lesions on the legs and/or feet?,"1, Yes | 0, No | 99, Unknown",,,,,[lesion_skinles]='1',Skin,This refers to presence of skin lesions involving the legs and/or feet.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment.",,,,,,,,1,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_legst,checkbox,Type of legs / feet lesions,"1, Vesicle | 2, Pustule | 3, Ulcerated lesions | 4, Necrotising lesions | 5, Fungating lesions | 6, Haemorrhagic lesions | 88, Other",,,,,[lesion_legs]='1',Skin,"This refers to the type of skin lesions involving the legs and/or feet. Vesicle refers to raised lesion and filled with clear fluid. Pustule refers to raised lesion and filed with pus, an opaque fluid. Ulcerated lesion refers to a lesion with break in the skin. Necrotising lesion refers to a lesion with necrotic (dead) tissue. Fungating lesion refers to a lesion from underlying tissues which is breaking through the skin's surface. ","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,1,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_legso,text,Specify other type of legs / feet lesions,,,,,,[lesion_legst(88)]='1',Skin,This refers to the type of skin lesions involving the legs and/or feet. ,"If 'Other'. Write the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,1,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_legsnum,text,Number of legs / feet lesions,,,,,,[lesion_legs]='1',Skin,This refers to the number of skin lesions involving the legs and/or feet.,"Write the number of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,1,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_palm,radio,Are there any lesions on the palms?,"1, Yes | 0, No | 99, Unknown",,,,,[lesion_skinles]='1',Skin,This refers to presence of skin lesions involving the palms.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment.",,,,,,,,1,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_palmt,checkbox,Type of palm lesions,"1, Vesicle | 2, Pustule | 3, Ulcerated lesions | 4, Necrotising lesions | 5, Fungating lesions | 6, Haemorrhagic lesions | 88, Other",,,,,[lesion_palm]='1',Skin,"This refers to the type of skin lesions involving the palms. Vesicle refers to raised lesion and filled with clear fluid. Pustule refers to raised lesion and filed with pus, an opaque fluid. Ulcerated lesion refers to a lesion with break in the skin. Necrotising lesion refers to a lesion with necrotic (dead) tissue. Fungating lesion refers to a lesion from underlying tissues which is breaking through the skin's surface. ","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,1,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_palmo,text,Specify other type of palm lesions,,,,,,[lesion_palmt(88)]='1',Skin,This refers to the type of skin lesions involving the palms. ,"If 'Other'. Write the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,1,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_palmnum,text,Number of palm lesions,,,,,,[lesion_palm]='1',Skin,This refers to the number of skin lesions involving the palms.,"Write the number of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,1,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_sole,radio,Are there any lesions on the soles?,"1, Yes | 0, No | 99, Unknown",,,,,[lesion_skinles]='1',Skin,This refers to presence of skin lesions involving the soles.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment.",,,,,,,,1,,,
