Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox-Pregnancy&Paediatrics,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Syndromic CRF_ARI,preset_UserGenerated_Oropouche,preset_Score_CharlsonCI
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_highfio_02110,number,"FiO2 at time of PaO2 (Fraction, 0.21-1.0)",,number,0.21,1,,[treat_o2supp_pao2] = '1' or [treat_o2supp_pao2] = '2' or [treat_o2supp_pao2] = '3',,"This refers to the measured fraction of inspired oxygen (FiO2), expressed as a fraction. delivered at the time of the lowest PaO2 (partial pressure of oxygen in blood) recorded above.",Write the FiO2 at time of the lowest PaO2 (recorded above) that occurred any time between 00:00 and 24:00 on day of assessment.,,SNOMED,"C0428648, Inspired oxygen concentration",,,1,1,1,1,1,1,,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_highfio_pcnt,number,"FiO2 at time of PaO2 (%, 21-100)",,number,21,100,,[treat_o2supp_pao2] = '1' or [treat_o2supp_pao2] = '2' or [treat_o2supp_pao2] = '3',,"This refers to the measured fraction of inspired oxygen (FiO2), expressed as a percentage, delivered at the time of the lowest PaO2 (partial pressure of oxygen in blood) recorded above.",Write the FiO2 at time of the lowest PaO2 (recorded above) that occurred any time between 00:00 and 24:00 on day of assessment.,,SNOMED,"C0428648, Inspired oxygen concentration",,,1,1,1,1,1,1,,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_prone,radio,Prone positioning,"1, Yes | 0, No | 99, Unknown",,,,,,,This refers to prone positioning which is the act of having the patient lying in the prone position to assist ventilation. It includes both invasive ventilation (intubated) patients and non-intubated or self-ventilating patients. ,"Indicate 'Yes', for any patients if they have been in the prone position to aid their ventilation at any time during admission. If 'Yes' Indicate what type of ventilation was occurring while prone positioning below.",,SNOMED,"CL1407586, Prone ventilation",,,1,,1,1,1,1,,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_prone_when,radio,When was the prone positioning?,"1, During invasive ventilation | 2, Whilst self-ventilating | 99, Unknown",,,,,[treat_prone] = '1',,This refers to the type of assisted ventilation when the patient was placed in prone position. It may be either invasive ventilation (intubated) patients or non-intubated / self-ventilating patients. ,Specify the type of assisted ventilation administered when the patient was placed in prone position.,,SNOMED,"CL1407586, Prone ventilation",,,1,,1,1,1,1,,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_o2supp_oth,radio,Other respiratory support intervention(s) or procedure(s),"1, Yes | 0, No | 99, Unknown",,,,,,,This refers to any other specific respiratory support intervention(s) or procedure(s) not otherwise characterised that you believe may be relevant.,Indicate 'Yes' if other respiratory support intervention(s) or procedure(s) were used between 00:00 and 24:00 hours on day of assessment. ,,SNOMED,"C0184661, Interventional procedure",,,1,1,1,1,,1,,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_o2supp_oth_spec,text,Please specify other respiratory support intervention(s) or procedure(s),,,,,,[treat_o2supp_oth] = '1',,This refers to any other specific respiratory support intervention(s) or procedure(s) not otherwise characterised that you believe may be relevant.,"If 'Yes', please specify the respiratory support intervention(s) or procedure(s) not otherwise characterised that you believe may be relevant.",,SNOMED,"C0184661, Interventional procedure",,,1,1,1,1,,1,,
daily,ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.,critd_critcare,radio,Were advanced care (including acute organ support and critical care) therapeutic interventions administered on this date?,"1, Yes | 0, No | 99, Unknown",,,,,,,"This refers to any advanced care (including acute organ support and critical care) therapeutic intervention(s) that were administered between 00:00 and 24:00 hours on day of assessment. This section does not include any respiratory organ support intervention(s), which are recorded seperately. ","Indicate 'Yes', if any advanced care (including acute organ support and critical care) therapeutic intervention(s) or procedure(s) were administered between 00:00 and 24:00 hours on day of assessment.",,,,,,1,1,1,1,1,1,,
daily,ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.,critd_icu,radio,ICU / ITU / HDU / Intermediate Care Unit admission,"1, Yes | 0, No | 99, Unknown",,,,,[critd_critcare]='1',,"This refers to admission of the patient tointensive care units (ICU), intensive therapy/treatment units (ITU), critical care units, high dependency units (HDU) or unit of similar level between 00:00 and 24:00 hours on day of assessment.","Indicate 'Yes', if the patient was admitted to ICU (or unit of similar level) between 00:00 and 24:00 hours on day of assessment. ",,SNOMED,,,,1,1,1,1,1,1,,
daily,ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.,critd_neuromusc,radio,Neuromuscular blocking agents,"1, Yes | 0, No | 99, Unknown",,,,,[critd_critcare]='1',,"This refers to the use of neuromuscular blockers between 00:00 and 24:00 hours on day of assessment.. Examples include Atracurium, Cisatracurium, Nimbex, Norcuron, Pancuronium, Pavulon, Rocuronium, Tracrium, Vecuronium, Zemuron.","Indicate 'Yes', if neuromuscular blockers were used between 00:00 and 24:00 hours on day of assessment.",,SNOMED,"C0027866, Neuromuscular Blocking Agents",,,1,1,1,1,1,1,,
daily,ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.,critd_nitricoxide,radio,Inhaled nitric oxide,"1, Yes | 0, No | 99, Unknown",,,,,[critd_critcare]='1',,"This refers to nitric oxide as in inhalant between 00:00 and 24:00 hours on day of assessment. Inhaled nitric oxide is typically used for hypoxic respiratory failure, among other uses.",Indicate 'Yes' if inhaled nitric oxide was used any time between 00:00 and 24:00 hours on day of assessment.,,SNOMED,"C1135443, Administration of inhaled nitric oxide",,,1,1,1,1,1,1,,
daily,ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.,critd_tracheostmy,radio,Tracheostomy inserted,"1, Yes | 0, No | 99, Unknown",,,,,[critd_critcare]='1',,"This refers to the surgical formation of an opening into the trachea through the neck, or the opening so created.",Indicate 'Yes' if a tracheostomy was inserted at any time between 00:00 and 24:00 on day of assessment.,,SNOMED,"C0396630, Insertion of tracheostomy tube",,,1,,1,1,1,1,,
daily,ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.,critd_rtt,radio,Renal replacement therapy (RRT) or dialysis / hemofiltration,"1, Yes | 0, No | 99, Unknown",,,,,[critd_critcare]='1',,"This refers to treatments that substitute for the blood-filtering function of the kidneys. It includes dialysis (hemodialysis or peritoneal dialysis), hemofiltration, and hemodiafiltration. It may be intermittent or continuous.",Indicate 'Yes' if renal replacement therapy was done any time between 00:00 and 24:00 on day of assessment.,,SNOMED,"C3649547, Continuous Renal Replacement Therapy | C5197699, Prolonged Intermittent Renal Replacement Therapy",,,1,1,1,1,1,1,,
daily,ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.,critd_rtt_typ,radio,Type of renal replacement therapy (RRT) or dialysis / hemofiltration,"1, Intermittent | 2, Continuous | 99, Unknown",,,,,[critd_rtt]='1',,"This refers to treatments that substitute for the blood-filtering function of the kidneys. It includes dialysis (hemodialysis or peritoneal dialysis), hemofiltration, and hemodiafiltration. It may be intermittent or continuous. Intermittent refers to procedures with non-continuous blood purification (e.g., dialysis, filtration and/or perfusion) via vascular access by increasing blood flow rate. Continuous refers to procedures with continuous blood purification (e.g., dialysis, filtration or perfusion) via vascular access designed to mimic kidney function in kidney diseases.",Select the single most appropriate option corresponding to the type of renal replacement therapy (RRT) or dialysis / hemofiltration,,SNOMED,"C3649547, Continuous Renal Replacement Therapy | C5197699, Prolonged Intermittent Renal Replacement Therapy",,,,1,1,1,1,1,,
daily,ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.,critd_vasopress,radio,Any vasopressor / inotropic support,"1, Yes | 0, No | 99, Unknown",,,,,[critd_critcare]='1',,"This refers to continuous use of a vasopressor or inotrope for at least one hour. A vasopressor is a pharmaceutical agent that causes vasoconstriction. Agents include norepinephrine, epinephrine, vasopressin, terlipressin and phenylephrine. An inotrope is a pharmaceutical agent that alters the force of myocardial contractility. Commonly used 'positive' inotropes include dobutamine, dopamine, milrinone and adrenaline (epinephrine).","Indicate 'Yes', if this agent was used for at least one hour between 00:00 and 24:00 hours on day of assessment. Indicate the amount used below.",,SNOMED,"C5396785, Vasopressor therapy | C5880944, Inotropic therapy",,,1,1,1,1,1,1,,
daily,ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.,critd_vasopress1,radio,Dopamine < 5ug/kg/min OR dobutamine OR milrinone OR levosimendan,"1, Yes | 0, No | 99, Unknown",,,,,[critd_vasopress] = '1',,This refers to the type of vasopressors used.,"Indicate 'Yes', if this agent(s) was used for at least one hour between 00:00 and 24:00 hours on day of assessment. Indicate the amount used below.",,,,,,1,1,1,1,1,1,,
daily,ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.,critd_vasopress2,radio,Dopamine 5-15ug/kg/min OR epinephrine(adrenaline) / norepinephrine(noradrenaline) < 0.1ug/kg/min OR vasopressin OR phenylephrine,"1, Yes | 0, No | 99, Unknown",,,,,[critd_vasopress] = '1',,This refers to the type of vasopressors used.,"Indicate 'Yes', if this agent(s) was used for at least one hour between 00:00 and 24:00 hours on day of assessment. Indicate the amount used below.",,,,,,1,1,1,1,1,1,,
daily,ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.,critd_vasopress3,radio,Dopamine >15ug/kg/min OR epinephrine(adrenaline) / norepinephrine(noradrenaline) > 0.1ug/kg/min,"1, Yes | 0, No | 99, Unknown",,,,,[critd_vasopress] = '1',,This refers to the type of vasopressors used.,"Indicate 'Yes', if this agent(s) was used for at least one hour between 00:00 and 24:00 hours on day of assessment. Indicate the amount used below.",,,,,,1,1,1,1,1,1,,
daily,ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.,critd_critcareunlst,radio,Other advanced care intervention(s) or procedure(s) ,"1, Yes | 0, No | 99, Unknown",,,,,[critd_critcare]='1',,This refers to any other specific advanced care (including acute organ support and critical care) therapeutic intervention(s) or procedure(s) not otherwise characterised that you believe may be relevant.,Indicate 'Yes' if other critical care intervention(s) or procedure(s) were used between 00:00 and 24:00 hours on day of assessment. ,,,,,,,,,,1,1,,
daily,ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.,critd_critcareunlst_oth,text,Please specify other advanced care intervention(s) or procedure(s) ,,,,,,[critd_critcareunlst] = '1',,This refers to any other advanced care (including acute organ support and critical care) therapeutic intervention(s) or procedure(s) not otherwise characterised that you believe may be relevant.,"If 'Yes', please specify the critical care therapeutic intervention(s) or procedure(s)not otherwise characterised that you believe may be relevant.",,,,,,,,,,1,1,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_dailydata,radio,Enter Laboratory Results data for this date?,"1, Yes | 0, No",,,,,,,"This section refers only to those laboratory tests that were performed at the time that the patient stayed in the clinical facility (hospital) and collected on the date of assessment. In general, results that were rejected by the clinical team (e.g. haemolysed blood samples, contaminated microbiology results) should not be reported.","Indicate 'Yes', if laboratory samples were taken on the date of assessment. If no laboratory samples were taken on the date of assessment indicate 'No' and skip to the next section. In general, do not report results that have been rejected by the clinical team (e.g. haemolysed sample). Unless otherwise specified, if there are multiple measurements, please report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",,,,,,1,1,1,1,1,1,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_fbc,descriptive,Full blood count,,,,,,[labs_dailydata]='1',,This refers to results from full blood count ,Indicate 'Yes' to enter full blood count results,,,,,,1,1,1,1,1,1,,
