Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox Pregnancy and Paediatric,preset_ARChetype Syndromic CRF_ARI,preset_ARChetype Syndromic CRF_VHF,preset_Score_CharlsonCI,preset_Score_mSOFA,preset_Score_mSOFA_Dengue,preset_Recommended Outcomes_Dengue,preset_Populations_Paediatric,preset_Populations_Pregnancy
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_peri_num,text,Number of perianal lesions,,,,,,[lesion_peri]='1',Skin,This refers to the number of involving the perianal region.,"Write the number of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_mouth,radio,Are there any lesions inside the mouth?,"1, Yes | 0, No | 99, Unknown",,,,,[lesion_mucos]='1',,This refers to presence of mucosal lesions inside the mouth (oral cavity).,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_mouth_stat,checkbox,Inside mouth lesion status,"1, Causing pain | 2, Bleeding or Discharge | 3, Ulceration",,,,,[lesion_mouth]='1',,"This refers to the status of mucosal lesions in the mouth (oral cavity). A lesion causing pain is associated with an unpleasant, uncomfortable or painful sensation at the site of the lesion. A lesion which is bleeding or discharging is associated with bleeding from blood vessels or serous / purulent fluid discharge at the site of the lesion. An ulcerated lesion is associated with erosion of the mucous membrane of the mouth, showing local excavation of the surface at the site of the lesion.","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_vagin,radio,Are there any lesions in the vaginal canal?,"1, Yes | 0, No | 99, Unknown",,,,,[lesion_mucos]='1',,This refers to presence of mucosal lesions in the vaginal canal.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_vagin_stat,checkbox,Vaginal canal lesion status,"1, Causing pain | 2, Bleeding or Discharge | 3, Ulceration",,,,,[lesion_vagin]='1',,"This refers to the status of mucosal lesions in the vaginal canal. A lesion causing pain is associated with an unpleasant, uncomfortable or painful sensation at the site of the lesion. A lesion which is bleeding or discharging is associated with bleeding from blood vessels or serous / purulent fluid discharge at the site of the lesion. An ulcerated lesion is associated with erosion of the mucous membrane of the mouth, showing local excavation of the surface at the site of the lesion.","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_rectum,radio,Are there any lesions in the rectum?,"1, Yes | 0, No | 99, Unknown",,,,,[lesion_mucos]='1',,This refers to presence of mucosal lesions in the rectum.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_rectum_stat,checkbox,Rectal lesion status,"1, Causing pain | 2, Bleeding or Discharge | 3, Ulceration | 4, Tenesmus",,,,,[lesion_rectum]='1',,"This refers to the status of mucosal lesions in the rectum. A lesion causing pain is associated with an unpleasant, uncomfortable or painful sensation at the site of the lesion. A lesion which is bleeding or discharging is associated with bleeding from blood vessels or serous / purulent fluid discharge at the site of the lesion. An ulcerated lesion is associated with erosion of the mucous membrane of the mouth, showing local excavation of the surface at the site of the lesion.","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_anorec,radio,Ano-rectitis,"1, Yes | 0, No | 99, Unknown",,,,,[lesion_rectum]='1',Gastrointestinal,Defined as inflammation of the mucosal membranes of the anus and/or rectum which can be accompanied by pain or bleeding.,"Indicate 'Yes', if the patient experienced this at any time during the date of assessment.",SNOMED,SNOMED,"C0033246, Proctitis",,clinical_features,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_penis,radio,Are there any lesions on the penis?,"1, Yes | 0, No | 99, Unknown",,,,,[lesion_mucos]='1',,This refers to presence of mucosal lesions on the penis.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_penis_stat,checkbox,Penile lesion status,"1, Causing pain | 2, Bleeding or Discharge | 3, Ulceration",,,,,[lesion_penis]='1',,"This refers to the status of mucosal lesions on the penis. A lesion causing pain is associated with an unpleasant, uncomfortable or painful sensation at the site of the lesion. A lesion which is bleeding or discharging is associated with bleeding from blood vessels or serous / purulent fluid discharge at the site of the lesion. An ulcerated lesion is associated with erosion of the mucous membrane of the mouth, showing local excavation of the surface at the site of the lesion.","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_othsite,radio,Other site(s),"1, Yes | 0, No | 99, Unknown",,,,,[lesion_mucos]='1',,This refers to presence of mucosal lesions involving other site(s).,"Indicate 'Yes', if there are active lesions involving other site(s) between 00:00 to 24:00 on day of assessment, not specified above.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_othsite_spec,text,Specify other site(s),,,,,,[lesion_othsite]='1',,This refers to presence of mucosal lesions involving other site(s).,"If 'Yes', write the location of mucosal lesions involving other site(s).",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_othstat,checkbox,Other site(s) lesion status,"1, Causing pain | 2, Bleeding or Discharge | 3, Ulceration",,,,,[lesion_othsite]='1',,"This refers to the status of mucosal lesions involving other site(s). A lesion causing pain is associated with an unpleasant, uncomfortable or painful sensation at the site of the lesion. A lesion which is bleeding or discharging is associated with bleeding from blood vessels or serous / purulent fluid discharge at the site of the lesion. An ulcerated lesion is associated with erosion of the mucous membrane of the mouth, showing local excavation of the surface at the site of the lesion.","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_24hr,radio,Have new skin or mucosal lesions appeared in the previous 24 hours? (may be best assessed by patients),"1, Yes | 0, No | 99, Unknown",,,,,[lesion_dailydata]='1',,This refers to appearance of a new skin or mucosal lesion(s) in the previous 24-hours.,"Indicate 'Yes', if new lesions have appeared in the previous 24-hours.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_sl,radio,Estimated total number of skin lesions on the body,"0, None | 1, 1 | 2, 2-5 | 3, 6-9 | 4, 10-24 | 5, 25-49 | 6, 50-99 | 7, 100-250 | 8, 251-1000 | 9, >1000 ",,,,,[lesion_dailydata]='1',,"Document only skin lesions related to infection by pathogen of interest. Healed lesions (scab absent, fresh skin present) should not be included. Rash from erythema multiform or any other cause should not be included.",Select the single most appropriate option that best represents the number of skin lesions between 00:00 to 24:00 on day of assessment.,,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_ml,radio,Estimated total number of mucosal lesions on the body,"0, None | 1, 1 | 2, 2-5 | 3, 6-9 | 4, 10-24 | 5, 25-49 | 6, 50-99 | 7, 100-250 | 8, 251-1000 | 9, >1000 ",,,,,[lesion_dailydata]='1',,"Document only  mucosal lesions related to infection by pathogen of interest. Healed lesions (scab absent, fresh skin present) should not be included. Rash from erythema multiform or any other cause should not be included.",Select the single most appropriate option that best represents the number of mucosal lesions between 00:00 to 24:00 on day of assessment.,,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_slpain,radio,Pain at any skin lesion site(s),"1, Yes | 0, No | 99, Unknown",,,,,[lesion_dailydata]='1',,"This refers to an unpleasant, uncomfortable or painful sensation at the site(s) of the skin lesion.","Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_slpain_score,text,"Maximal pain score, where 0 means ""no pain"", and 10 means ""the worst possible pain.""",,number,0,10,,[lesion_slpain]='1',,"This refers to the patient's objective rating of the severity of pain at the site(s) of the lesion, on a scale of 0 to 10. Where 0 represents ""no pain"" and 10 represents the ""worst imaginable pain"".",Indicate the patient's rating of the severity of the pain at the site(s) of lesion.,,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_mlpain,radio,Pain at any mucosal lesion site(s),"1, Yes | 0, No | 99, Unknown",,,,,[lesion_dailydata]='1',,"This refers to an unpleasant, uncomfortable or painful sensation at the site(s) of the mucosal lesion.","Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_mlpain_score,text,"Maximal pain score, where 0 means ""no pain"", and 10 means ""the worst possible pain.""",,number,0,10,,[lesion_mlpain]='1',,"This refers to the patient's objective rating of the severity of pain at the site(s) of the lesion, on a scale of 0 to 10. Where 0 represents ""no pain"" and 10 represents the ""worst imaginable pain"".",Indicate the patient's rating of the severity of the pain at the site(s) of lesion.,,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_desc,text,Describe any other lesion complication(s),,,,,,[lesion_dailydata]='1',,This refers to other lesion complication(s) which have not been specified above. ,"Describe other lesion complication(s) that occurred or were first identified between 00:00 to 24:00 on day of assessment, that have not been specified above.",,,,,,,,,1,1,,,,,,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_dailydata,radio,Enter Treatments & Interventions data for this date?,"1, Yes | 0, No",,,,,,,This section refers to treatments or interventions that are typically conducted and recorded in the emergency room and/or the ward or acute medical unit to which the patient was admitted between 00:00 and 24:00 hours on day of assessment.,"Indicate 'Yes', if treatments or interventions were conducted and recorded between 00:00 and 24:00 hours on day of assessment.",,,,,,,,1,,,1,,,,,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_fluid,radio,Any fluids prescribed,"1, Yes | 0, No | 99, Unknown",,,,,[treat_dailydata]='1',,"This refers to any prescribed fluids (oral or intravenous), excluding those the patient consumes in a non-prescribed dietary manner.","Indicate 'Yes', if the patient was received oral rehydration fluids between 00:00 and 24:00 hours on day of assessment.",,,"C44192, Administration of fluid therapy",,,,,1,,,,,,,,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_fluid_oral,radio,Oral rehydration,"1, Yes | 0, No | 99, Unknown",,,,,[treat_dailydata]='1',,"This refers to oral (enteral) rehydration fluids, excluding those the patient consumes in a non-prescribed dietary manner.","Indicate 'Yes', if the patient received oral rehydration fluids between 00:00 and 24:00 hours on day of assessment.",SNOMED,"243222002, Oral rehydration therapy (procedure)","C0029168, Oral Rehydration Therapy",,,,,1,,,,,,,,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_fluid_oralvol,text,Oral rehydration volume (mL/24 hours),,,,,,[treat_fluid_oral] = '1',,"This refers to oral (enteral) rehydration fluids, excluding those the patient consumes in a non-prescribed dietary manner.","If 'Yes', record the amount of oral rehydration fluids given between 00:00 and 24:00 on day of assessment in millilitres (mL).",SNOMED,"243222002, Oral rehydration therapy (procedure)","C0029168, Oral Rehydration Therapy",,,,,1,,,,,,,,,,
