Variable,Question,Answer Options,Definition,Completion Guideline,Language Speaker Reviewed,Clinical Language Speaker Reviewed
lesion_othstat,Si oui pour les autres sites : statut de la lésion des autres sites,"1, Provoquer de la douleur | 2, Saignement ou écoulement | 3, Ulcération","Il s'agit de l'état des lésions muqueuses impliquant d'autres sites. Une lésion provoquant de la douleur est associée à une sensation désagréable, inconfortable ou douloureuse au niveau du site de la lésion. Une lésion qui saigne ou qui s'écoule est associée à un saignement des vaisseaux sanguins ou à un écoulement de liquide séreux/purulent au niveau du site de la lésion. Une lésion ulcérée est associée à une érosion de la muqueuse de la bouche, montrant une excavation locale de la surface au niveau du site de la lésion.","Sélectionnez l’option la plus appropriée qui représente le type de lésions impliquant cette zone, entre 00h00 et 24h00 le jour de l’évaluation.",,
lesion_24hr,De nouvelles lésions cutanées ou muqueuses sont-elles apparues au cours des 24 heures précédentes ? (peut être mieux évalué par les patients),"1, Oui | 0, Non | 99, Inconnu",Il s’agit de l’apparition d’une ou de plusieurs nouvelles lésions cutanées ou muqueuses au cours des 24 heures précédentes.,Indiquez « Oui » si de nouvelles lésions sont apparues au cours des 24 heures précédentes.,,
lesion_sl,Nombre total estimé de lésions cutanées sur le corps,"0, Aucun | 1, 1 | 2, 2-5 | 3, 6-9 | 4, 10-24 | 5, 25-49 | 6, 50-99 | 7, 100-250 | 8, 251-1000 | 9, >1000","Documenter uniquement les lésions cutanées liées à une infection par le pathogène concerné. Les lésions cicatrisées (absence de croûte, présence de peau fraîche) ne doivent pas être incluses. Les éruptions cutanées dues à un érythème polymorphe ou à toute autre cause ne doivent pas être incluses.",Sélectionnez l’option la plus appropriée qui représente le mieux le nombre de lésions cutanées entre 00h00 et 24h00 le jour de l’évaluation.,,
lesion_ml,Nombre total estimé de lésions muqueuses sur le corps,"0, Aucun | 1, 1 | 2, 2-5 | 3, 6-9 | 4, 10-24 | 5, 25-49 | 6, 50-99 | 7, 100-250 | 8, 251-1000 | 9, >1000","Documenter uniquement les lésions muqueuses liées à une infection par le pathogène concerné. Les lésions cicatrisées (absence de croûte, présence de peau fraîche) ne doivent pas être incluses. Les éruptions cutanées dues à un érythème polymorphe ou à toute autre cause ne doivent pas être incluses.",Sélectionnez l’option la plus appropriée qui représente le mieux le nombre de lésions muqueuses entre 00h00 et 24h00 le jour de l’évaluation.,,
lesion_slpainyn,Douleur sur n'importe quel site de lésion cutanée,"1, Oui | 0, Non | 99, Inconnu","Il s’agit d’une sensation désagréable, inconfortable ou douloureuse au niveau du ou des sites de la lésion cutanée.",Indiquez « Oui » si le patient a ressenti cela entre 00h00 et 24h00 le jour de l’évaluation.,,
lesion_slpain,"Si oui : Score de douleur maximal, où 0 signifie « aucune douleur » et 10 signifie « la pire douleur possible ».",,"Il s'agit de l'évaluation objective par le patient de la gravité de la douleur au(x) site(s) de la lésion, sur une échelle de 0 à 10. Où 0 représente « aucune douleur » et 10 représente la « pire douleur imaginable ».",Indiquez l’évaluation par le patient de la gravité de la douleur au(x) site(s) de la lésion.,,
lesion_mlpainyn,Douleur sur n'importe quel site de lésion muqueuse,"1, Oui | 0, Non | 99, Inconnu","Il s’agit d’une sensation désagréable, inconfortable ou douloureuse au niveau du ou des sites de la lésion muqueuse.",Indiquez « Oui » si le patient a ressenti cela entre 00h00 et 24h00 le jour de l’évaluation.,,
lesion_mlpain,"Si oui : Score de douleur maximal, où 0 signifie « aucune douleur » et 10 signifie « la pire douleur possible ».",,"Il s'agit de l'évaluation objective par le patient de la gravité de la douleur au(x) site(s) de la lésion, sur une échelle de 0 à 10. Où 0 représente « aucune douleur » et 10 représente la « pire douleur imaginable ».",Indiquez l’évaluation par le patient de la gravité de la douleur au(x) site(s) de la lésion.,,
lesion_desc,Décrivez toute autre complication de la lésion,,Ceci fait référence à d’autres complications lésionnelles qui n’ont pas été spécifiées ci-dessus.,"Décrivez les autres complications lésionnelles survenues ou identifiées pour la première fois entre 00h00 et 24h00 le jour de l'évaluation, qui n'ont pas été précisées ci-dessus.",,
daily_datatreat,Saisir les données sur les traitements et les interventions pour cette date ?,"1, Oui | 0, Non",Cette section fait référence aux traitements ou interventions qui sont généralement effectués et enregistrés dans la salle d'urgence et/ou dans le service ou l'unité de soins intensifs où le patient a été admis entre 00h00 et 24h00 le jour de l'évaluation.,Indiquez « Oui » si les traitements ou les interventions ont été effectués et enregistrés entre 00h00 et 24h00 le jour de l’évaluation.,,
treat_fluid,FLUIDES,,,,,
treat_fluid_yn,Tous les liquides prescrits,"1, Oui | 0, Non | 99, Inconnu","Cela fait référence à tous les liquides prescrits (par voie orale ou parentérale/intraveineuse), à ​​l’exclusion de ceux que le patient consomme de manière diététique non prescrite.",Indiquez « Oui » si le patient a reçu des liquides prescrits entre 00h00 et 24h00 le jour de l’évaluation.,,
treat_fluid_oral,Réhydratation orale,"1, Oui | 0, Non | 99, Inconnu",Il s’agit de liquides entéraux/oraux à des fins de réhydratation.,Indiquez « Oui » si le patient a reçu une réhydratation orale entre 00h00 et 24h00 le jour de l’évaluation.,,
treat_fluid_oralvol,Si oui : Volume de réhydratation orale (mL/24 heures),,Il s’agit de liquides entéraux/oraux à des fins de réhydratation.,"Si « Oui », indiquez la quantité de liquides généraux/oraux à des fins de réhydratation administrée entre 00h00 et 24h00 le jour de l’évaluation en millilitres (mL).",,
treat_fluid_parent,Liquide IV parentéral ?,"1, Oui | 0, Non | 99, Inconnu","Il s’agit d’un liquide intraveineux qui comprend des cristalloïdes, de l’albumine, de la gélatine, des amidons ou d’autres solutions.",Indiquez « Oui » si le patient a reçu des liquides intraveineux entre 00h00 et 24h00 le jour de l’évaluation.,,
treat_fluid_parentyp,Si oui : sélectionnez tous les liquides parentéraux administrés,"1, Cristalloïde | 2, Albumine | 3, Gélatine | 4, Amidons | 88, Autre","Cela fait référence au type de liquide parentéral ou intraveineux (IV) prescrit en remplacement de liquide, d'électrolytes, de calories, de vitamines et d'autres substances nutritionnelles. Les liquides cristalloïdes font référence aux solutions de sels minéraux, notamment la solution saline normale (0,9 %), la solution de Ringer/Hartman lactate, le dextrose à 5 % dans l'eau, le dextrose à 10 % dans l'eau, la solution saline hypotonique et hypertonique, entre autres. L'albumine fait référence aux préparations intraveineuses d'albumine sérique humaine purifiée utilisées pour remplacer l'albumine perdue chez les patients souffrant d'hypoalbuminémie, pour traiter l'hypovolémie et l'ascite, et dans le cadre de certains kits d'imagerie diagnostique. Les solutions colloïdales d'albumine courantes comprennent l'albumine à 4 %, 5 % et 20 %, entre autres. La gélatine fait référence à un substitut colloïdal, isotonique, physiologiquement équilibré du volume plasmatique contenant de la gélatine succinylée et des électrolytes, avec des propriétés néphroprotectrices potentielles. Les liquides parentéraux à base de gélatine courants comprennent Gelaspan, Gelofusine, Geloplasma, Isoplex, entre autres. Les amidons font référence à une solution intraveineuse d'hydroxyéthylamidon (HES), un dérivé hydroxyéthylique synthétique non ionique de l'amidon utilisé comme expanseur plasmatique lorsqu'il est préparé dans une solution isotonique. Les liquides parentéraux colloïdaux synthétiques courants à base d'amidon comprennent les produits à base d'hydroxyéthylamidon (HES), entre autres.",Sélectionnez l’option(s) la(les) plus appropriée(s) correspondant au(x) liquide(s) parentéral(aux) administré(s).,,
treat_fluid_cryst,Volume de cristalloïdes (mL/24 heures),,"Les fluides cristalloïdes font référence aux solutions de sels minéraux, notamment la solution saline normale (0,9 %), la solution de Ringer/Hartman lactate, le dextrose à 5 % dans l'eau, le dextrose à 10 % dans l'eau, la solution saline hypotonique et hypertonique, entre autres.",Enregistrez le volume de liquide cristalloïde que le patient a reçu entre 00h00 et 24h00 le jour de l'évaluation en millilitres (mL).,,
treat_fluid_album,Volume d'albumine (mL/24 heures),,"L'albumine désigne les préparations intraveineuses d'albumine sérique humaine purifiée utilisées pour remplacer l'albumine perdue chez les patients souffrant d'hypoalbuminémie, pour traiter l'hypovolémie et l'ascite, et dans le cadre de certains kits d'imagerie diagnostique. Les solutions colloïdales d'albumine courantes comprennent l'albumine à 4 %, 5 % et 20 %, entre autres.",Enregistrez le volume de liquide d'albumine que le patient a reçu entre 00h00 et 24h00 le jour de l'évaluation en millilitres (mL).,,
treat_fluid_gelat,Volume de gélatine (mL/24 heures),,"La gélatine est un substitut colloïdal isotonique, physiologiquement équilibré, du volume plasmatique contenant de la gélatine succinylée et des électrolytes, avec des propriétés néphroprotectrices potentielles. Les liquides parentéraux à base de gélatine courants comprennent Gelaspan, Gelofusine, Geloplasma, Isoplex, entre autres.",Enregistrez le volume de liquide gélatineux que le patient a reçu entre 00h00 et 24h00 le jour de l'évaluation en millilitres (mL).,,
treat_fluid_starch,Volume d'amidon (mL/24 heures),,"Les amidons désignent une solution intraveineuse d'hydroxyéthylamidon (HES), un dérivé hydroxyéthylique synthétique non ionique de l'amidon utilisé comme extenseur de plasma lorsqu'il est préparé dans une solution isotonique. Les fluides parentéraux colloïdaux synthétiques courants à base d'amidon comprennent, entre autres, les produits à base d'hydroxyéthylamidon (HES).",Enregistrez le volume d’amidon que le patient a reçu entre 00h00 et 24h00 le jour de l’évaluation en millilitres (mL).,,
treat_fluid_unlisted,Autre type de fluide,,"Cela fait référence au type d’autres liquides que le patient a reçus, non mentionnés ci-dessus.",Écrivez l’autre type de liquide que le patient a reçu entre 00h00 et 24h00 le jour de l’évaluation.,,
treat_fluid_oth,Autre volume de liquide (mL/24 heures),,"Il s’agit du volume d’autres liquides que le patient a reçus, non mentionnés ci-dessus.",Enregistrez le volume de l’autre liquide que le patient a reçu entre 00h00 et 24h00 le jour de l’évaluation en millilitres (mL).,,
treat_blood,PRODUITS SANGUINS,,,,,
treat_blood_occur,Transfusion de sang / de produits sanguins,"1, Oui | 0, Non | 99, Inconnu","Il s’agit d’une transfusion de sang (sang total ou concentré de globules rouges) ou d’autres produits sanguins excluant les immunoglobulines humaines normales (par exemple, albumine, granulocytes, plaquettes, plasma frais congelé (PFC), FP24, PF-24, cryoprécipité, concentré de protéine C, surnageant de cryoprécipité ou un facteur de coagulation non recombinant spécifique) à tout moment à la date de l’évaluation.","Indiquez « Oui » si le patient a reçu des produits sanguins ou une transfusion de produits sanguins à tout moment entre 00h00 et 24h00 le jour de l'évaluation. Si « Oui », sélectionnez le(s) produit(s) ci-dessous.",,
treat_blood_type,Si oui : sélectionnez tous les produits sanguins qui ont été administrés.,"1, Plaquettes | 2, Cryoprécipité | 3, Sang total/globules rouges concentrés | 4, Plasma frais congelé | 5, Concentré de fibrinogène","Il s'agit d'une transfusion de sang (sang total ou concentré de globules rouges) ou d'autres produits sanguins à l'exclusion des immunoglobulines humaines normales (par exemple, albumine, granulocytes, plaquettes, plasma frais congelé (PFC), FP24, PF-24, cryoprécipité, concentré de protéine C, surnageant de cryoprécipité ou facteur de coagulation non recombinant spécifique) à tout moment à la date de l'évaluation. Les plaquettes désignent le transfert de plaquettes sanguines d'un donneur à un receveur ou leur réinfusion au donneur. Le cryoprécipité désigne un produit sanguin congelé préparé à partir de plasma congelé qui contient du fibrinogène (facteur I), du facteur antihémophile (facteur VIII), du facteur XIII, du facteur von Willebrand (vWF) et de la fibronectine. Le sang total désigne l'administration intraveineuse de sang total (sang contenant du plasma et des globules rouges) à un individu. Le concentré de globules rouges désigne les globules rouges d'une unité de sang total après élimination de la majeure partie du plasma, ce qui laisse une unité avec un hématocrite d'environ 60 %. Le plasma frais congelé désigne le plasma séparé du sang total et congelé rapidement après un don de sang afin d'être utilisé pour les transfusions sanguines. Le concentré de fibrinogène est un agent hémostatique utilisé pour le traitement des épisodes hémorragiques aigus chez les patients présentant un déficit congénital en fibrinogène, notamment l'afibrinogénémie et l'hypofibrinogénémie.",Sélectionnez la ou les options les plus appropriées correspondant au(x) produit(s) sanguin(s) qui ont été administrés.,,
