Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,preset_Disease_Core,preset_Disease_Covid,preset_Disease_Dengue,preset_Disease_Degnuenew,preset_Disease_Degnuegreen,preset_Disease_Degnueyellow,preset_Disease_Mpox,preset_Disease_Nipah,preset_Disease_Nigeria_Mpox,preset_Syndrome_Generic,preset_Syndrome_Influenza-like,preset_Syndrome_Neurologic,preset_Syndrome_Gastro,preset_Score_CharlsonCI,preset_Score_4C,preset_Score_SOFA,preset_Score_qSOFA,preset_Score_CURB65,preset_Score_SMARTCOP,preset_Score_APACHEII,preset_Score_NEWS,preset_Score_MPOXSSS,preset_Score_SF94,preset_Score_HospitalRecoveryScale,preset_Score_DengueWS,preset_WHOSchema_Day0,GHDay0,COMMENTS
daily,"LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment. In general, do not report results that have been rejected by the clinical team (e.g. haemolysed sample). Unless otherwise specified, if there are multiple measurements please report the measure furthest from from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment. If any individual test was not performed indicate 'No' or if the result is unavailable, please leave the data field blank.",labs_lactate_mmoll,number,Lactate (mmol/L),,number,,,,[daily_datalab]='1',Blood gas,Serum lactate (lactic acid).,Write the serum Lactate (mmol/L).,SNOMED,1028071000000101 | Serum lactate level (observable entity) |,,1,1,1,1,,,1,,1,1,1,1,,,,,,,,,,,,,,,,
daily,"LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment. In general, do not report results that have been rejected by the clinical team (e.g. haemolysed sample). Unless otherwise specified, if there are multiple measurements please report the measure furthest from from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment. If any individual test was not performed indicate 'No' or if the result is unavailable, please leave the data field blank.",labs_lactate_mgdl,number,Lactate (mg/dL),,number,,,,[daily_datalab]='1',Blood gas,Serum lactate (lactic acid).,Write the serum Lactate (mg/dL).,SNOMED,1028071000000101 | Serum lactate level (observable entity) |,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,
daily,"LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment. In general, do not report results that have been rejected by the clinical team (e.g. haemolysed sample). Unless otherwise specified, if there are multiple measurements please report the measure furthest from from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment. If any individual test was not performed indicate 'No' or if the result is unavailable, please leave the data field blank.",labs_creatinine,,Creatinine (select units),,,,,,[daily_datalab]='1',Renal profile,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,
daily,"LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment. In general, do not report results that have been rejected by the clinical team (e.g. haemolysed sample). Unless otherwise specified, if there are multiple measurements please report the measure furthest from from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment. If any individual test was not performed indicate 'No' or if the result is unavailable, please leave the data field blank.",labs_creatinine_umoll,number,Creatinine (umol/L),,number,0,4421,,[daily_datalab]='1',Renal profile,Creatinine level in blood.,Write the serum Creatinine (umol/L).,SNOMED,1032061000000108 | Creatinine level (observable entity) |,,1,1,1,1,1,,1,1,1,,1,1,,,,1,,,,1,,,,,,,,
daily,"LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment. In general, do not report results that have been rejected by the clinical team (e.g. haemolysed sample). Unless otherwise specified, if there are multiple measurements please report the measure furthest from from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment. If any individual test was not performed indicate 'No' or if the result is unavailable, please leave the data field blank.",labs_creatinine_mgdl,number,Creatinine (mg/dL),,number,0,50,,[daily_datalab]='1',Renal profile,Creatinine level in blood.,Write the serum Creatinine (mg/dL).,SNOMED,1032061000000108 | Creatinine level (observable entity) |,,1,,1,1,1,,,1,,1,1,1,,,,1,,,,1,,,,,,,,
daily,"LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment. In general, do not report results that have been rejected by the clinical team (e.g. haemolysed sample). Unless otherwise specified, if there are multiple measurements please report the measure furthest from from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment. If any individual test was not performed indicate 'No' or if the result is unavailable, please leave the data field blank.",labs_creatinine_mmoll,number,Creatinine (mmol/L),,number,0,,,[daily_datalab]='1',Renal profile,Creatinine level in blood.,Write the serum Creatinine (mmol/L).,SNOMED,1032061000000108 | Creatinine level (observable entity) |,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
daily,"LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment. In general, do not report results that have been rejected by the clinical team (e.g. haemolysed sample). Unless otherwise specified, if there are multiple measurements please report the measure furthest from from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment. If any individual test was not performed indicate 'No' or if the result is unavailable, please leave the data field blank.",labs_hba1c,number,HbA1C (%),,number,,,,[daily_datalab]='1',Diabetes,,Write the HbA1C result (%).,SNOMED,"43396009, Hemoglobin A1c measurement (procedure)","C0474680, Hemoglobin A1c measurement",1,,,,,,1,,1,,1,1,,,,,,,,,,,,,,,,
daily,"LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment. In general, do not report results that have been rejected by the clinical team (e.g. haemolysed sample). Unless otherwise specified, if there are multiple measurements please report the measure furthest from from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment. If any individual test was not performed indicate 'No' or if the result is unavailable, please leave the data field blank.",labs_sodium,,Sodium (select units),,,,,,[daily_datalab]='1',Renal profile,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,
daily,"LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment. In general, do not report results that have been rejected by the clinical team (e.g. haemolysed sample). Unless otherwise specified, if there are multiple measurements please report the measure furthest from from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment. If any individual test was not performed indicate 'No' or if the result is unavailable, please leave the data field blank.",labs_sodium_mmoll,number,Sodium (mmol/L),,number,98,255,,[daily_datalab]='1',Renal profile,Sodium (Na) level in blood.,Write the serum Potassium (mmol/L).,SNOMED,1012681000000101 | Blood sodium level (observable entity) |,,1,1,1,1,,,1,1,1,,1,1,,,,,,,,1,,,,,,,,
daily,"LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment. In general, do not report results that have been rejected by the clinical team (e.g. haemolysed sample). Unless otherwise specified, if there are multiple measurements please report the measure furthest from from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment. If any individual test was not performed indicate 'No' or if the result is unavailable, please leave the data field blank.",labs_sodium_meql,number,Sodium (mEq/L),,number,98,255,,[daily_datalab]='1',Renal profile,,Write the serum Potassium (mEq/L).,SNOMED,1012681000000101 | Blood sodium level (observable entity) |,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,
daily,"LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment. In general, do not report results that have been rejected by the clinical team (e.g. haemolysed sample). Unless otherwise specified, if there are multiple measurements please report the measure furthest from from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment. If any individual test was not performed indicate 'No' or if the result is unavailable, please leave the data field blank.",labs_potassium,,Potassium (select units),,,,,,[daily_datalab]='1',Renal profile,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,
daily,"LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment. In general, do not report results that have been rejected by the clinical team (e.g. haemolysed sample). Unless otherwise specified, if there are multiple measurements please report the measure furthest from from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment. If any individual test was not performed indicate 'No' or if the result is unavailable, please leave the data field blank.",labs_potassium_mmoll,number,Potassium (mmol/L),,number,2,8,,[daily_datalab]='1',Renal profile,Serum potassium (K).,Write the serum Potassium (mmol/L).,SNOMED,1028441000000104 | Potassium level (observable entity) |,,1,1,1,1,,,1,1,1,,1,1,,,,,,,,1,,,,,,,,
daily,"LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment. In general, do not report results that have been rejected by the clinical team (e.g. haemolysed sample). Unless otherwise specified, if there are multiple measurements please report the measure furthest from from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment. If any individual test was not performed indicate 'No' or if the result is unavailable, please leave the data field blank.",labs_potassium_meql,number,Potassium (mEq/L),,number,2,8,,[daily_datalab]='1',Renal profile,,Write the serum Potassium (mEq/L).,SNOMED,1028441000000104 | Potassium level (observable entity) |,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,
daily,"LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment. In general, do not report results that have been rejected by the clinical team (e.g. haemolysed sample). Unless otherwise specified, if there are multiple measurements please report the measure furthest from from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment. If any individual test was not performed indicate 'No' or if the result is unavailable, please leave the data field blank.",labs_procalcito,,Procalcitonin (select units),,,,,,[daily_datalab]='1',Other,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
daily,"LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment. In general, do not report results that have been rejected by the clinical team (e.g. haemolysed sample). Unless otherwise specified, if there are multiple measurements please report the measure furthest from from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment. If any individual test was not performed indicate 'No' or if the result is unavailable, please leave the data field blank.",labs_procalcito_ugl,number,Procalcitonin (ug/L),,number,0.01,20,,[daily_datalab]='1',Other,Procalcitonin or PCT refers to serum procaclitonin. ,Write the Procalcitonin (ug/L).,SNOMED,1010991000000108 | Serum procalcitonin level (observable entity) |,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
